id,paragraph,problems,question_plus,hint
generation-for-nlp-758_aug,지출 정책     세금 정책     통화 정책,"{'question': '질문: 경제 성장률을 높이기 위해 재정 및 통화 정책 입안자들은 어떤 방식으로 조치를 취할 수 있을까요?', 'choices': ['지출 감소 및 세금 증가', '세금 인하 및 통화 공급 증가', '정부 지출 감소 및 금리 인상', '세금 인상 및 정부 투자 감소', '통화 긴축 및 세금 증가'], 'answer': 2}",,경제 성장률을 높이기 위해 정부는 재정 지출을 확대하고 세금을 인하하여 소비와 투자를 촉진할 수 있습니다. 또한 중앙은행은 통화 공급을 늘려 유동성을 공급하고 금리를 낮추는 방식으로 경기 회복을 도울 수 있습니다. 이러한 정책 조합은 경제 위기 극복에 효과적입니다.
generation-for-nlp-759_aug,슈퍼마켓에서 식료품을 포장하는 일을 하고 있지만 임금이 만족스럽지 않아 이 일을 그만두고 경쟁 식료품점에서 새 일자리를 찾기 시작했습니다.,"{'question': '질문: 슈퍼마켓에서 일을 그만두고자 하는 이유는 무엇인가요?', 'choices': ['근무 환경이 열악해서', '직업 안정성이 떨어져서', '임금이 만족스럽지 않아서', '새로운 기술을 배우고 싶어서', '회사의 위치가 불편해서'], 'answer': 3}",,단락에서는 현재의 직장에서 임금이 불만족스럽다는 이유로 새로운 일자리를 찾고 있다고 언급하고 있습니다. 이는 근로자가 더 나은 조건을 위해 현재의 일자리를 떠나려는 동기를 보여줍니다.
generation-for-nlp-761_aug,I. 다른 직장을 구하기 위해 직장을 그만둔 메리. II. 45세에 직장에서 은퇴하여 자신의 꿈을 이룬 존. III. 파트타임으로 일하고 있지만 풀타임으로 일하고 싶은 다이앤.,"{'question': '질문: 다음 중 현재 취업 상태에서 풀타임 취업을 원하고 있는 사람은 누구입니까?', 'choices': ['메리', '존', '다이앤', '메리 및 다이앤', '존 및 다이앤'], 'answer': 3}",,"지문에서 다이앤은 현재 파트타임으로 일하고 있지만 풀타임으로 일하고 싶어 한다고 언급되어 있습니다. 반면, 메리는 다른 직장을 구하기 위해 직장을 그만두었고, 존은 은퇴한 상태로 더 이상 일하지 않고 있습니다."
generation-for-nlp-762_aug,대일 수출     달러에 대한 수요     달러의 가치,"{'question': '질문: 일본 가계 소득이 증가함에 따라 미국의 대일 수출 달러 수요와 엔화 대비 달러 가치에 미치는 영향은 어떤 방향으로 나타날까요?', 'choices': ['증가 \xa0\xa0\xa0감소 \xa0\xa0\xa0증가', '증가 \xa0\xa0\xa0증가 \xa0\xa0\xa0증가', '감소 \xa0\xa0\xa0감소 \xa0\xa0\xa0증가', '감소 \xa0\xa0\xa0증가 \xa0\xa0\xa0감소', '증가 \xa0\xa0\xa0감소 \xa0\xa0\xa0감소'], 'answer': 2}",,"일본 가계의 소득이 증가하면 소비가 증가하고, 이는 미국 제품에 대한 수요 증가로 이어집니다. 따라서 대일 수출 달러에 대한 수요는 증가하고, 상대적으로 엔화 대비 달러 가치도 증가할 가능성이 높아집니다. 이는 일본 경제의 긍정적인 성장 신호로 해석될 수 있습니다."
generation-for-nlp-763_aug,연방 재정 적자의 증가는 대출 자금 수요에 영향을 미쳐 실질 금리와 투자 지출에 영향을 미칠 수 있습니다.,"{'question': '질문: 연방 재정 적자가 증가했을 때, 기업의 대출 비용에 미치는 영향은 무엇인가요?', 'choices': ['대출 비용이 증가한다.', '대출 비용이 감소한다.', '대출 비용에 변화가 없다.', '대출 비용이 불규칙하게 변한다.', '대출 비용이 일시적으로만 증가한다.'], 'answer': 1}",,"정부의 재정 적자가 증가하면, 대출 자금 수요가 증가하게 되어 실질 금리가 상승합니다. 이 경우 기업과 개인의 대출 비용이 증가할 것으로 예상됩니다."
generation-for-nlp-764_aug,단기 필립스 곡선     단기 실업률     장기 실업률,"{'question': '질문: 경제가 단기적으로 긴축적 공급 충격을 겪을 때, 단기 필립스 곡선, 단기 실업률, 장기 실업률은 어떻게 변화할까요?', 'choices': ['아래로 이동  하락  상승', '위로 이동  상승  하락', '아래로 이동  상승  상승', '위로 이동  하락  하락', '변동 없음  하락  변동 없음'], 'answer': 2}",,"긴축적 공급 충격은 생산 감소와 함께 실업률을 일시적으로 증가시키는 경향이 있습니다. 이에 따라 단기 필립스 곡선은 인플레이션과 실업률 간의 상관관계가 변하는데, 이러한 변화는 장기적으로 경제가 자연 실업률에 접어드는 데 영향을 미칩니다."
generation-for-nlp-765_aug,한 단위를 생산하는 데 필요한 노동 시간: 국가      와인      치즈 프랑스      40      80 벨기에      15      60,"{'question': '질문: 다음 중 프랑스와 벨기에의 와인과 치즈 생산에 대한 설명으로 올바른 것은 무엇인가요?', 'choices': ['벨기에는 와인 생산에서 절대적인 우위를 점하고 있다.', '프랑스는 와인 생산에 필요한 노동 시간이 벨기에보다 두 배 더 길다.', '프랑스는 치즈 생산에서 벨기에에 비해 비교 우위를 점하고 있다.', '벨기에는 치즈 생산에 필요한 노동 시간이 프랑스보다 짧다.', '두 나라 모두 치즈 생산에서 동일한 효율성을 보이고 있다.'], 'answer': 3}",,"단락에 명시된 노동 시간에 따르면, 프랑스는 치즈 생산에 더 많은 시간을 필요로 하지 않으며 벨기에는 치즈 생산에서 비교적 유리한 입장에 있습니다. 따라서 두 나라의 생산 효율성을 판단하기 위해서는 각 제품의 노동 시간이 중요한 요소가 됩니다."
generation-for-nlp-767_aug,특정 제품을 만드는 회사가 향후 해당 제품의 가격이 낮아질 것으로 예상하는 경우,"{'question': '질문: 특정 제품의 가격이 향후 하락할 것으로 예상되는 상황에서 회사가 가장 먼저 고려해야 할 요소는 무엇인가?', 'choices': ['소비자 구매 패턴 변화', '경쟁사 가격 정책', '원자재 가격 상승', '고용 인력의 변화', '광고 예산 증대'], 'answer': 1}",,"가격 하락이 예상되면 소비자들은 구매 시점을 재조정할 가능성이 높아지므로, 기업은 이를 분석하여 적절한 마케팅 전략을 수립할 필요가 있습니다. 소비자의 심리와 행동 변화는 판매 전략에 큰 영향을 줄 수 있습니다."
generation-for-nlp-768_aug,물가 수준이 요구되는 제품의 총량이 공급되는 제품의 총량을 초과하는 불균형 상태인 경제에서는,"{'question': '질문: 공급이 수요를 초과할 경우 어떤 경제적 결과가 발생할 수 있는가?', 'choices': ['가격이 하락하여 균형을 이루게 된다.', '고용률이 상승할 것이다.', '생산량이 감소할 것이다.', '재고가 증가할 것이다.', '외환 보유액이 감소할 것이다.'], 'answer': 1}",,공급이 수요를 초과하는 상황은 일반적으로 '수요 부족'으로 설명됩니다. 이런 경우에는 시장에서 제품이 남아돌게 되어 자연스럽게 가격이 하락하게 됩니다. 이는 경제 전반에 걸쳐 소비자들의 구매력을 향상시키고 재정적 균형을 유지하는 데 기여할 수 있습니다.
generation-for-nlp-769_aug,지급준비율이 5%라고 가정하겠습니다.,"{'question': '질문: 지급준비율이 5%일 때, 은행이 1,000만 달러의 예금을 받았을 때 준비금으로 보유해야 할 금액은 얼마인가요?', 'choices': ['1천만 달러', '5천만 달러', '200만 달러', '1억 달러', '500만 달러'], 'answer': 3}",,"지급준비율은 은행이 고객의 예금 중 일정 비율을 준비금으로 보유해야 하고, 5%의 지급준비율에서는 은행이 1,000만 달러의 예금에 대해 5%인 200만 달러를 준비금으로 확보해야 합니다."
generation-for-nlp-770_aug,I. 임금이 빠르게 변동한다 II. 세이의 법칙이 적용되지 않는다. III. 투입과 산출 가격은 서로 일치한다 IV. 정부는 총 수요를 적정 수준으로 유지하는 것에 대해 걱정할 필요가 없다.,"{'question': '질문: 고전 경제학자들은 어떤 경제적 상황에서 정부 개입의 필요성을 제기하지 않는가?', 'choices': ['임금이 크게 증가할 때', '물가가 급격히 하락할 때', '총 수요가 지나치게 높을 때', '가격이 고정되어 있을 때', '임금과 물가가 유연하게 조정될 때'], 'answer': 5}",,"고전 경제학자들은 시장이 자율적으로 균형을 이룬다고 믿으며, 임금과 물가가 유연하게 변동하면 경제가 자연 실업률로 돌아간다고 주장합니다. 이러한 신념은 정부의 총 수요 조절이 필요 없다고 여기는 근거가 됩니다."
generation-for-nlp-771_aug,"노동의 가격이 2달러이고 자본의 가격은 1달러입니다. 노동의 한계 생산은 200이고, 자본의 한계 생산은 50입니다.","{'question': '질문: 회사가 자본과 노동을 최적 배분하기 위해 고려해야 할 요소는 무엇인가요?', 'choices': ['자본의 가격이 노동의 가격보다 더 낮아야 한다.', '자본의 한계 생산성이 노동의 한계 생산성보다 높아야 한다.', '노동의 한계 생산성을 자본의 한계 생산성과 비교해야 한다.', '노동과 자본의 총 가격이 같아야 한다.', '자본을 줄이고 노동을 증가시켜야 한다.'], 'answer': 3}",,자본과 노동의 각각의 한계 생산성 및 가격 관계를 비교하여 최적의 생산 요소 배분을 결정해야 합니다. 노동의 한계 생산(200)을 노동의 가격(2달러)으로 나눈 값과 자본의 한계 생산(50)을 자본의 가격(1달러)으로 나눈 값을 비교하는 것이 필요합니다.
generation-for-nlp-772_aug,군대 플라스틱 피규어를 만드는 산업은 모든 용도로 요구되는 플라스틱의 극히 일부만을 사용합니다.,"{'question': '질문: 군대 플라스틱 피규어 산업에 대한 설명으로 가장 적절한 것은 무엇인가요?', 'choices': ['대량 생산을 통해 저렴한 가격을 제공하는 산업이다.', '다양한 용도로 사용되는 플라스틱을 활용하는 산업이다.', '특정 고객층을 겨냥한 틈새 시장에 해당한다.', '환경 친화적인 제품만을 생산하는 산업이다.', '고객의 니즈에 따른 맞춤형 생산이 주를 이루는 산업이다.'], 'answer': 3}",,"군대 플라스틱 피규어 산업은 수집가와 모형 제작자와 같은 특정 고객층을 겨냥하여 한정된 용도의 플라스틱을 사용하여 제품을 생산하는 틈새 시장입니다. 이러한 시장은 대량보다 소량 생산을 주로 하며, 고객의 특정 요구를 따릅니다."
generation-for-nlp-773_aug,사과 시장이 균형 상태에 있습니다. 사과를 재배하는 사람들이 사과 생산량을 늘리기 위해 더 많은 농약을 사용하고 있다고 가정해 보겠습니다. 이와 동시에 사과를 대체할 수 있는 배의 가격이 상승하고 있다는 소식도 들립니다.,"{'question': '질문: 사과 시장에서 공급과 수요의 변화를 고려할 때, 사과 생산자들이 농약 사용을 늘리는 것이 시장에 미치는 영향을 가장 잘 설명하는 선택지는 무엇입니까?', 'choices': ['생산 비용이 증가하여 공급이 감소한다.', '대체재인 배의 가격 상승으로 사과 수요가 증가한다.', '농약 사용 증가로 인해 사과의 공급량이 증가할 가능성이 있다.', '배의 가격 상승과 농약 사용 증가는 두 가지 모두 사과의 가격 상승을 초래한다.', '사과의 가격 변화는 없고 수량도 유지된다.'], 'answer': 3}",,"사과 시장에서 생산자들이 농약 사용을 늘리면 생산성이 향상될 수 있으며, 이는 공급량의 증가로 이어질 수 있습니다. 또한 대체재인 배의 가격 상승은 사과의 수요에 영향을 미칠 수 있지만, 여기서는 주로 공급의 변화를 초점으로 두고 있습니다."
generation-for-nlp-774_aug,"레이와 도로시는 둘 다 요리를 할 수 있고 토요일 오후에 정원에서 잡초를 뽑을 수 있습니다. 요리를 하는 모든 시간마다 레이는 50개의 잡초를 뽑을 수 있고, 도로시는 100개의 잡초를 뽑을 수 있습니다.","{'question': '질문: 레이와 도로시가 잡초를 뽑는 것 대신 각각 어떤 활동에 더 많은 시간을 투자해야 경제적으로 효율적일까?', 'choices': ['레이는 요리에 투자하고, 도로시는 잡초를 뽑는다.', '레이는 잡초를 뽑고, 도로시는 요리를 한다.', '두 사람 모두 요리를 한다.', '두 사람 모두 잡초를 뽑는다.', '레이는 잡초를 뽑고, 도로시는 잡초를 뽑는다.'], 'answer': 1}",,"각 개인의 상대적 생산성을 고려할 때, 레이와 도로시는 잡초를 뽑는 것보다 요리에 더 많은 시간을 투자할 경우 더 큰 절대적인 생산성을 창출할 수 있습니다. 레이는 요리를 할 때 상대적으로 더 많은 잡초를 뽑는 도로시와 협력하여 각각의 특성을 활용하는 것이 경제적으로 유리합니다. 이는 생산성 향상의 원리를 나타냅니다."
generation-for-nlp-778_aug,I. 강력한 진입 장벽. II. 가격(P) = 한계 수익(MR). III. 상대적으로 적은 수의 판매자.,"{'question': '질문: 과점 시장의 가격 결정 방식에 대한 설명으로 적절하지 않은 것은 무엇입니까?', 'choices': ['가격은 판매자 간의 합의에 의해 결정된다.', '각 판매자는 가격을 독립적으로 설정할 수 있다.', '비슷한 상품이 경쟁적으로 판매된다.', '가격은 판매자의 한계 수익에 의해 영향을 받는다.', '시장 진입 장벽이 높아 신규 판매자가 진입하기 어렵다.'], 'answer': 2}",,"과점 시장에서는 상대적으로 적은 수의 판매자가 존재하며, 그들은 서로의 가격 결정에 영향을 미칩니다. 따라서 하나의 판매자가 가격을 독립적으로 결정하는 것은 어렵습니다. 이와 반대로, 가격은 다른 기본적인 요소들, 즉 한계 수익 및 판매자 간의 상호 작용에 의해 영향을 받습니다."
generation-for-nlp-780_aug,소규모 비즈니스는 제품에 대한 수요의 가격 탄력성을 3으로 추정합니다.,"{'question': '질문: 소규모 비즈니스가 수요의 가격 탄력성을 3으로 추정했을 때, 가격이 인하될 경우 기대할 수 있는 효과는 무엇인가요?', 'choices': ['전체 매출 증가', '전체 매출 감소', '판매량 변화 없음', '가격 상승', '생산 비용 증가'], 'answer': 1}",,가격 탄력성이 3이라는 것은 가격 변화에 따라 수요가 크게 변한다는 의미입니다. 가격을 인하하면 수요는 크게 증가하여 총 매출이 증가할 가능성이 높습니다.
generation-for-nlp-781_aug,"자본이 1단위로 고정되어 있고 노동이 1, 2, 3단위로 연속적으로 추가되면 산출물 생산이 300(노동 1단위)에서 350(노동 2단위)으로, 375(노동 3단위)로 증가합니다.","{'question': '질문: 고정된 자본에 대해 노동을 추가함으로써 얻을 수 있는 생산량 변화는 어떤 성격을 갖는가?', 'choices': ['추가 노동 단위마다 생산량 증가가 일정하다.', '추가 노동 단위마다 생산량 증가가 감소하는 경향이 있다.', '고정된 자본의 영향을 받지 않는다.', '모든 노동 단위에서 동일한 생산량을 발생시킨다.', '일정한 수준까지 생산량이 증가 후 급격히 감소한다.'], 'answer': 2}",,"이 질문은 자본이 고정된 상태에서 노동을 추가했을 때 생산량의 변화 추세에 대해 알아보는 것입니다. 단락에서는 노동 단위를 증가시킬 때 생산량 증가의 폭이 점차 줄어드는 현상이 설명되고 있으므로, 추가적인 노동 단위가 생산량 증가에 미치는 영향을 주의 깊게 살펴봐야 합니다."
generation-for-nlp-782_aug,현재 경쟁 노동 시장은 균형 상태에 있습니다.,"{'question': '질문: 현재 경쟁 노동 시장에서 균형 상태가 깨질 가능성이 있는 경우는 무엇입니까?', 'choices': ['신규 직종이 추가되면서 노동 수요가 증가한다.', '경기 침체로 인해 근로자가 직장을 잃는 경우가 많아진다.', '인구 고령화로 인해 노동 인구가 늘어난다.', '정부의 부양책으로 인해 소비가 늘어난다.', '기술 발전으로 인해 자동화가 진행된다.'], 'answer': 2}",,"균형 상태의 노동 시장에서는 공급과 수요가 일치하지만, 외부 요인으로 인해 노동자가 직장을 잃는 경우와 같은 불균형 상황이 발생할 수 있습니다. 예를 들어, 경기 침체가 심화되면 기업들이 인력을 줄여 경제 전반에 영향을 미치게 됩니다."
generation-for-nlp-783_aug,수요의 가격 탄력성이 1보다 크면 수요는 다음과 같습니다.,"{'question': '질문: 가격이 상승할 때 수요량이 어떻게 변화하는지에 대한 규칙은 무엇인가요?', 'choices': ['항상 증가한다.', '항상 감소한다.', '가격이 상승하면 수요량이 1% 이상 감소할 수 있다.', '가격이 상승하면 수요량은 변하지 않는다.', '가격에 관계없이 수요량은 항상 일정하다.'], 'answer': 3}",,"가격의 변화에 따라 수요량이 어떻게 변하는지는 가격 탄력성이 중요한 역할을 합니다. 가격이 1% 상승하면 탄력적 수요에서는 수요량이 1% 이상 감소하게 되어, 소비자들이 대체재로 전환하거나 구매를 줄이게 됩니다."
generation-for-nlp-784_aug,데님 청바지 시장은 균형 상태에 있고 대체재인 폴리에스테르 바지의 가격이 상승합니다.,"{'question': '질문: 대체재 폴리에스테르 바지의 가격 상승이 데님 청바지 시장에 미치는 영향은 무엇인가요?', 'choices': ['데님 청바지의 공급량이 증가하여 가격이 하락한다.', '소비자들이 대체재 대신 데님 청바지를 더 선호하게 된다.', '청바지 시장은 완전히 붕괴하게 된다.', '폴리에스테르 바지의 가격 상승은 데님 청바지와 아무 연관이 없다.', '청바지의 생산 비용이 증가하게 된다.'], 'answer': 2}",,"대체재의 가격이 상승하면 소비자들은 상대적으로 가격이 낮거나 일정한 대체상품을 선택할 가능성이 높아지고, 이러한 선택은 데님 청바지 수요에 긍정적인 효과를 줄 수 있습니다."
generation-for-nlp-786_aug,커피 시장에 가격 하한제가 도입되었다고 가정해 보겠습니다.,"{'question': '질문: 가격 하한제가 커피 시장에 미치는 영향을 분석할 때, 예상되는 공급자의 반응은 무엇인가요?', 'choices': ['커피 생산량 증가.', '새로운 커피 브랜드의 진입 증가.', '가격 상승에 따라 생산자의 수익 증가.', '그린커피(원두)의 수출 감소.', '커피 농장의 폐쇄 증가.'], 'answer': 3}",,"가격 하한제는 공급자가 최소한 설정된 가격으로 제품을 판매해야 하므로, 이로 인해 생산자들은 가격 상승에 따른 이익을 얻을 수 있습니다. 하지만 소비자의 수요는 감소할 가능성이 있습니다."
generation-for-nlp-787_aug,일반 재화인 커피의 경쟁 시장은 현재 균형 상태에 있습니다.,"{'question': '질문: 커피의 공급이 감소할 경우 발생할 수 있는 시장의 변화는 무엇인가요?', 'choices': ['커피 가격 하락', '커피 소비 증가', '커피의 품질 향상', '커피 가격 상승', '커피 재고 증가'], 'answer': 4}",,"공급 감소는 시장에서 재화의 양이 줄어드는 것을 의미하며, 이는 가격 상승을 초래할 수 있습니다. 공급과 수요의 원리를 생각해보면, 공급이 줄어들면 가격은 오르게 되고, 이에 따라 소비자들이 구매하기 어려워지는 상황이 발생할 수 있습니다."
generation-for-nlp-788_aug,기업이 아래쪽으로 기울어지는 수요 곡선에 직면해서는 안 된다. I. 기업이 시장 지배력을 가지고 있어야 한다. III. 수요 탄력성이 서로 다른 구매자를 분리할 수 있어야 한다. IV. 기업이 이윤 극대화 이상의 동기를 가져야 한다. V. 기업이 제품의 재판매를 방지할 수 있어야 한다.,"{'question': '질문: 기업이 가격 차별화를 통해 소비자에게 최적의 가격을 제공할 때 필요한 세 가지 주요 조건은 무엇입니까?', 'choices': ['I, II 및 V', 'I, III 및 IV', 'II, III 및 IV', 'I, II 및 III', 'III, IV 및 V'], 'answer': 2}",,"가격 차별화 전략을 활용하기 위해서는 기업이 시장 내에서 유리한 위치를 점유해야 하며, 소비자의 수요에 따른 가격 차별이 가능해야 합니다. 또한, 기업이 이윤 극대화 외에 추가적인 동기를 갖고 있어야 소비자 맞춤형 가격을 효과적으로 설정할 수 있습니다."
generation-for-nlp-790_aug,"경쟁 투입 시장과 비교했을 때, 수요 독점은","{'question': '질문: 수요 독점이 시장 효율성에 미치는 영향은 무엇인가?', 'choices': ['가격이 정부에 의해 결정된다.', '공급자의 수익성이 증가한다.', '가격 차별화가 발생할 수 있다.', '소비자의 선택권이 증가한다.', '모든 시장 참여자가 동일한 이윤을 것이다.'], 'answer': 3}",,"수요 독점 구조에서는 구매자가 판매자보다 강한 위치에 있어 가격을 조정할 수 있는 능력이 있으며, 이는 가격 차별화 현상을 야기할 수 있다. 이러한 현상은 수요 독점이 효율성 저하와 관련될 수 있는 방식 중 하나를 보여준다."
generation-for-nlp-791_aug,희소성은 다음과 같이 정의할 수 있습니다.,"{'question': '질문: 희소성이 경제적 결정에 미치는 영향에 대한 설명으로 옳은 것은?', 'choices': ['희소성이 없으면 자원의 분배가 더욱 복잡해진다.', '무한한 자원으로 인해 가격이 항상 하락한다.', '희소성으로 인해 사람들은 다양한 선택을 해야 한다.', '자원이 희소하면 공급과 수요의 관계가 약해진다.', '희소성이 높으면 사람들의 욕구가 줄어든다.'], 'answer': 3}",,"희소성은 경제의 기본 원리로, 사람들이 제한된 자원으로 무한한 욕구를 충족하기 위해 선택과 결정을 해야 한다는 점에서 중요한 역할을 합니다. 희소한 자원으로 인해 사람들은 다양한 대안 중에서 선택해야 하며, 이는 경제적 의사결정에 직결됩니다."
generation-for-nlp-792_aug,신시내티 레즈 야구 티켓 시장은 현재 균형 상태에 있습니다.,"{'question': '질문: 신시내티 레즈의 경기 관람 인구를 늘려 소비자 잉여를 증가시킬 수 있는 방법은 무엇인가요?', 'choices': ['레즈가 스카우트하기 위해 대학팀과의 친선 경기를 개최한다.', '레즈의 주요 선수가 시즌 동안 부상을 당하여 경기에 출전하지 못한다.', '레즈가 경기 중 형편없는 성적을 내어 팬들이 실망한다.', '레즈가 팬들을 대상으로 특별 프로모션을 실시하여 초대권을 배포한다.', '레즈가 티켓 판매 수익을 인근 지역사회에 기부하기로 결정한다.'], 'answer': 4}",,"소비자 잉여는 팬들이 티켓을 구매할 때 느끼는 만족도를 의미하며, 팬들이 저렴한 가격에 구매할 수 있는 기회가 많아지면 잉여가 증가할 수 있습니다. 팬들에게 프로모션이나 할인 혜택은 경기 관람에 대한 접근성을 높여 소비자 잉여를 증가시킬 가능성이 있습니다."
generation-for-nlp-794_aug,"교육은 크리스를 더 나은 직장인, 유권자, 부모, 시민으로 만들어 줍니다.","{'question': '질문: 교육이 개인에게 미치는 영향을 넘어 사회에 어떤 긍정적인 효과를 주는가?', 'choices': ['사회의 범죄율 감소', '개인의 직무 전문성 향상', '사회적 불평등의 증가', '정치적 불확실성 증가', '개인의 창의성 저하'], 'answer': 1}",,"소비자 잉여는 팬들이 티켓을 구매할 때 느끼는 만족도를 의미하며, 팬들이 저렴한 가격에 구매할 수 있는 기회가 많아지면 잉여가 증가할 수 있습니다. 팬들에게 프로모션이나 할인 혜택은 경기 관람에 대한 접근성을 높여 소비자 잉여를 증가시킬 가능성이 있습니다."
generation-for-nlp-795_aug,가변 입력의 단위가 추가될 때마다 산출물의 증가가 작아지는 경우.,"{'question': '질문: 다음 중 가변 입력의 단위가 추가될 때마다 산출물의 증가가 작아지는 현상과 관련된 사례로 가장 적절한 것은 무엇입니까?', 'choices': ['완전경쟁 시장의 가격 결정', '디지털 제품의 대량 생산', '3.농장에서 비료 사용 증가', '서비스 업종의 인력 채용', '기술 혁신에 따른 생산 효율성 향상'], 'answer': 3}",,"이 현상은 생산 과정에서 자원을 추가적으로 투입할 때 발생하는 한계 생산성이 감소하는 상황을 나타냅니다. 일반적으로 농업에서 비료를 사용하여 처음에는 수확량이 증가하지만, 일정 시점 이후에는 추가적인 비료가 수확량 증가에 미치는 효과가 줄어드는 것을 예로 들 수 있습니다."
generation-for-nlp-796_aug,사적 재화의 생산과 관련된 양의 외부성이 있다면.,"{'question': '질문: 양의 외부성이 존재하는 사적 재화의 생산에 대해 정부가 개입할 때 가장 우선적으로 고려해야 할 사항은 무엇인가요?', 'choices': ['시장 가격의 즉각적인 인상', '외부성의 긍정적 효과를 화폐적 가치로 환산', '기업의 비용 증가량 예측', '소비자의 수요 변화 분석', '기술 혁신의 잠재적 가치 평가'], 'answer': 2}",,"양의 외부성이 존재하는 경우, 그 외부성의 긍정적 효과를 적절히 반영하지 않으면 시장의 원활한 기능에 장애가 발생할 수 있습니다. 따라서 정부의 개입에서는 이러한 외부성을 평가하고, 그 가치를 화폐적으로 환산하여 올바른 보조금 정책이나 지원 방안을 마련하는 것이 중요합니다."
generation-for-nlp-797_aug,햄씨는 가게에서 피자를 하나 더 만들 때마다 0.45달러 상당의 소스를 위에 얹습니다.,"{'question': '질문: 햄씨가 추가 피자를 만들 때 소스의 비용이 전체 피자 가격에 미치는 영향은 무엇입니까?', 'choices': ['피자 가격에 직접적인 영향을 미치지 않는다.', '피자 가격을 올린다.', '피자 가격을 내린다.', '피자 가격에 일정 비율로 반영된다.', '피자 가격에 소스 비용만큼만 반영된다.'], 'answer': 4}",,"소스의 비용은 피자를 추가로 만들 때 발생하는 변동비용의 일종으로, 이는 전체 가격 책정 시 고려해야 할 요소 중 하나입니다. 따라서 소스의 비용은 피자 가격에 비례적으로 영향을 주며, 생산량에 따라 증가합니다."
generation-for-nlp-798_aug,알루미늄이 자전거 생산의 주요 생산 투입물이라고 가정해 보겠습니다. 알루미늄 가격이 하락하고 다른 모든 변수가 일정하다면 다음과 같은 결과가 예상됩니다.,"{'question': '질문: 알루미늄 가격이 하락함에 따라 자전거의 최종 소비자 가격에 미치는 영향은 무엇일까요?', 'choices': ['자전거 가격이 상승할 것이다.', '자전거 가격이 변하지 않을 것이다.', '자전거 가격이 하락할 것이다.', '자전거 가격이 일정하게 유지될 것이다.', '자전거 가격이 크게 변동할 것이다.'], 'answer': 3}",,"알루미늄 가격이 하락하면 생산자들이 자전거를 더 저렴하게 생산할 수 있게 되며, 이는 시장에서 자전거의 가격이 하락하는 결과를 초래할 수 있습니다. 일반적으로 생산 비용이 줄어들면 공급이 증가하고, 이는 소비자에게 더 낮은 가격으로 이어질 수 있습니다."
generation-for-nlp-799_aug,카운티 정부가 각 자녀를 어린이집에 보내는 비용을 보조하는 데 사용할 수 있는 쿠폰을 각 부모에게 보냈다고 가정해 보겠습니다.,"{'question': '질문: 쿠폰을 통해 보육 비용을 보조받게 된 부모들은 어떤 경제적 영향을 받을 가능성이 높습니까?', 'choices': ['자녀 교육에 대한 투자를 줄일 것이다.', '가족의 재정에 긍정적인 영향을 미칠 것이다.', '어린이집에 보내는 것을 망설일 것이다.', '다른 생활비 지출을 늘릴 것이다.', '보육 서비스에 대한 선택지를 줄일 것이다.'], 'answer': 2}",,카운티 정부가 유아 보육 비용을 지원하는 쿠폰을 제공하면 부모들은 보육비 부담이 경감되어 가족의 재정 상황에 긍정적인 영향을 받을 것으로 예상됩니다. 이는 부모들이 자녀의 교육과 보육에 더 많은 투자를 하게 할 수 있는 환경을 만들 수 있습니다.
generation-for-nlp-800_aug,"엘사는 자신의 시간을 시간당 50달러로 평가하고 2시간 동안 데이비드를 가르칩니다. 데이비드는 2시간 과외에 175달러를 지불할 의향이 있지만, 두 사람은 2시간 전체에 대해 125달러로 가격을 협상합니다.","{'question': '질문: 엘사와 데이비드의 협상에서 각각의 잉여는 얼마인가요?', 'choices': ['소비자 잉여는 50달러, 생산자 잉여는 25달러이다.', '소비자 잉여는 75달러, 생산자 잉여는 25달러이다.', '소비자 잉여는 50달러, 생산자 잉여는 50달러이다.', '소비자 잉여는 100달러, 생산자 잉여는 25달러이다.', '소비자 잉여는 25달러, 생산자 잉여는 50달러이다.'], 'answer': 3}",,"협상에서 엘사의 기회비용은 100달러였고, 데이비드의 지불 의향인 175달러와 협상 가격인 125달러 간의 차이를 고려해야 합니다. 각자의 잉여를 계산할 때 이 점을 유의하세요."
generation-for-nlp-801_aug,"소비자가 소비하는 각 쿠키에 대해 금전적 대가를 지불할 필요가 없는 경우, 소비자는 다음과 같은 경우 쿠키를 소비하는 것을 중단할 것입니다.","{'question': '질문: 소비자가 쿠키를 계속 소비하기 위해 필요한 조건은 무엇인가요?', 'choices': ['쿠키를 통해 만족도가 증가해야 한다.', '쿠키의 가격이 지속적으로 하락해야 한다.', '쿠키를 소비하는 빈도가 줄어들어야 한다.', '소비자가 다른 간식을 더 선호해야 한다.', '쿠키의 브랜드 이미지가 나빠져야 한다.'], 'answer': 1}",,"협상에서 엘사의 기회비용은 100달러였고, 데이비드의 지불 의향인 175달러와 협상 가격인 125달러 간의 차이를 고려해야 합니다. 각자의 잉여를 계산할 때 이 점을 유의하세요."
