id,paragraph,problems,question_plus
generation-for-nlp-1014,"""나는 우리와 우리 조상이 영적인 문제에서 행동하며 속세의 권력을 행사하는 크고 놀라운 실수를 목격합니다. 주 예수의 마지막 유언장을 여러 번 읽었으나 예수께서 기꺼이 속세의 면류관과 정부를 받아들이셨더라면 예수의 영적인 사안과 왕국의 문제에 속세나 시민 권력의 아주 작은 부분이라도 제안하셨을 것인데, 이는 유언에서 단 한 마디도 찾을 수 없었습니다. 그러므로 시민 국가가 인간의 영혼에 종교, 예배, 사역, (종교 및 시민 문제에서) 맹세, 십일조, 시기, 날, 결혼, 성소 매장 등을 강요하는 것은 애석하게도 그리스도 예수에 대한 간증에 어긋나는 일이 아닐 수 없습니다…"" 로저 윌리엄스(Roger Williams), 그리스도께 속하지 않는 상업적 사역, 1652","{'question': '1649년에서 1660년 사이 영국으로부터의 청교도 이주가 거의 중단된 이유를 고르십시오.', 'choices': ['영국 청교도 대부분은 이단으로 몰려 투옥되었습니다.', '청교도 대부분이 카톨릭으로 개종했습니다.', '뉴잉글랜드 정착지가 지나치게 과밀해져 식민지 입법부가 이민을 강력히 억제했습니다.', '청교도가 영국 정부를 통제했습니다.'], 'answer': 4}",
generation-for-nlp-1016,"이제 우리는 사회를 조직했고, ""모든 사람은 왕""이라는 모토를 가진 사회를 ""부를 공유하는 사회""라고 부릅니다. 우리는 국내 거물의 부를 제한할 것을 제안합니다. 미국 모든 가족은 평균 15,000달러의 부가 있습니다. 오늘 현재의 상황입니다. 우리는 균등하게 나누는 것을 제안하지는 않습니다. 부의 분배를 제안하지는 않지만, 모든 가족에게 가해지는 빈곤을 제한할 것을 제안합니다. 평등을 보장하려고 노력하리라고는 말하지 않을 것입니다... 하지만 평균의 3분의 1은 한 가족에게는 너무 낮으며, 일가족에 약 5,000달러의 부를 보장해야 한다고 주장합니다. 이는 주택, 자동차, 라디오, 일상 편의시설, 자녀를 교육할 기회로는 충분합니다.… 우리는 재산을 제한할 것입니다. 현재 계획은 어떤 사람도 $50,000,000 초과 소유를 허용하지 않는 겁니다. 그 한도 내에서 프로그램의 균형을 이룰 수 있다고 생각합니다. —루이지애나주 상원의원 휴이 P. 롱, 라디오 연설, 1934년 2월 23일 롱 상원의원이 운영한 정치기구는 자신을 사실상 루이지애나의 독재자로 만들었습니다.","{'question': '정치적 대표로서 가장 잘 비견될 인물은 누구입니까?', 'choices': ['조지 워싱턴', '시어도어 루즈벨트', '윌리엄 M. 트위드', '버락 오바마'], 'answer': 3}",
generation-for-nlp-1019,"""여러분이 분석해 보면, 나는 보수주의의 핵심은 바로 자유주의라고 생각한다. 자유주의가 자유주의자에 대한 잘못된 이름이듯 보수주의도 정말 잘못된 이름이라고 생각한다. 우리가 혁명 시대로 되돌아간다면 오늘날 소위 보수주의자는 자유주의자이며 자유주의자는 보수주의자일 것이다. 보수주의의 기반은 정부 간섭을 줄이기를 원하거나, 권위의 중앙집권화를 완화하거나, 개인의 자유를 더 많이 바라는 것인데, 이는 자유주의에 대한 매우 일반적인 설명이기도 하다. 자신을 정당의 의미에서 자유지상주의자라 부르는 현재 그룹이 말하는 모든 것에 동의한다고 나는 말할 수 없는데, 모든 정치 운동에는 그림자가 있듯, 무정부나 난장판 이상을 원하는 자유지상주의자가 있다고 생각하기 때문이다. 나는 합법적인 정부 기능이 있다고 믿는다. 질서 있는 사회는 정부가 자유를 유지할 정당한 필요가 있다. 그렇지 않으면 개인에 의한 폭정이 존재할 것이다. 지역에서 가장 강한 사람이 그곳을 지배할 것이다. 우리는 정부가 있기에 자기 방어를 위해 몽둥이를 들고 다닐 필요가 없다. 그러나 나는 자유지상주의와 보수주의가 같은 길을 가고 있다고 생각한다는 입장을 다시금 밝힌다."" 로널드 레이건, Reason지 게재 인터뷰, 1975년","{'question': '다음 중 위 발췌문에 표현된 감정과 가장 입장이 반대인 그룹은 무엇입니까?', 'choices': ['네오콘', '레이건 민주당', '진보적 자유주의자', '포퓰리스트'], 'answer': 3}",
generation-for-nlp-1021,"""한편으로는 노예 소유자가 모든 반대자보다 결정적인 이점을 갖고 있다. 이러한 이점, 다시 말해 완전한 조직의 이점을 알아두는 것이 좋다. 그들은 조직되어 있으나 조직을 만드는 데 어려움을 겪지 않았다. 노예제가 존재하는 주 정부들은 완전한 노예제 조직이다. 이들 주의 교회 조직 역시 동등하게 노예제에 봉사하고 있다. 연방정부는 육군과 해군을 포함하여 워싱턴 최고 치안판사로부터 대법원, 뉴욕 최고 원수에 이르기까지 인간 속박이라는 비통한 저주를 지지하고 방어하며 전파할 것을 맹세한다. 펜, 지갑, 칼은 희미한 곳에서 겸손한 자들이 설교하는 단순한 진리에 맞서 연합한다."" 프레데릭 더글라스, 1857년","{'question': '1860년 에이브러햄 링컨의 행동 중 위 발췌문에 나오는 더글라스의 감정과 모순되는 점은 무엇입니까?', 'choices': ['링컨은 영토 내 정착민의 자유를 장려하여 새로운 주의 노예 지위를 결정하였습니다.', '링컨은 모든 서부 정착민에게 토지를 무상 제공하는 자영농지법을 통과시켰습니다.', '링컨은 모든 새 영토에서 노예제를 배제하는 것을 선호했습니다.', '링컨은 새로 해방된 노예에게 ""40에이커와 노새 한 마리""를 주는 정책을 제정했습니다.'], 'answer': 3}",
generation-for-nlp-1022,"""시궁창에 있는 술고래는 있어야 할 바로 그곳에 있다. . . . 적자생존의 법칙은 인간이 만든 것이 아니며, 인간이 폐지할 수도 없다. 인간은 그것을 막음으로써만 가장 적합치 않은 자의 생존을 만들어낼 수 있다. . . . 백만장자는 인간 전체에 작용하는 자연 선택의 산물로, 수행해야 할 특정 작업의 요건을 충족할 수 있는 자를 선택하는 것이 목적이다. 이런 점에서 위대한 정치가, 과학자, 군인과 같다. 그렇게 부의 선택을 받았기에 자신의 부와 그들에게 맡겨진 부가 모두 그 손에 모이게 된다. 그들 중 하나가 실수를 하면 집중이 얼마나 빨리 분산되는지 보아라."" —윌리엄 그레이엄 섬너, 사회 계층이 서로 빚진 것, 1883년","{'question': '윌리엄 그레이엄 섬너의 사회학적 사상이 반영하는 1800년대 후반의 사상을 고르십시오.', 'choices': ['문화적, 지적 주장은 사회경제적 구조의 최상위에 있는 사람들의 성공을 적절하고 불가피한 것이라며 정당화했습니다.', '인기 작가들은 과학의 사상을 거부하고 자신들의 주장의 기초를 신앙에 두었습니다.', '지식인들은 시대의 치열한 경쟁을 비판했고 협동 경제 조성에 기반한 급진적 대안을 제시했습니다.', '당시 문화산물은 사회의 경제적 방향을 무시한 채 과거를 회고하는 경향이 있었습니다.'], 'answer': 1}",
generation-for-nlp-1023,"""한편으로는 노예 소유자가 모든 반대자보다 결정적인 이점을 갖고 있다. 이러한 이점, 다시 말해 완전한 조직의 이점을 알아두는 것이 좋다. 그들은 조직되어 있으나 조직을 만드는 데 어려움을 겪지 않았다. 노예제가 존재하는 주 정부들은 완전한 노예제 조직이다. 이들 주의 교회 조직 역시 동등하게 노예제에 봉사하고 있다. 연방정부는 육군과 해군을 포함하여 워싱턴 최고 치안판사로부터 대법원, 뉴욕 최고 원수에 이르기까지 인간 속박이라는 비통한 저주를 지지하고 방어하며 전파할 것을 맹세한다. 펜, 지갑, 칼은 희미한 곳에서 겸손한 자들이 설교하는 단순한 진리에 맞서 연합한다."" 프레데릭 더글라스, 1857년","{'question': '다음 중 프레데릭 더글라스의 관점을 지지할 가능성이 가장 높은 사람들은 누구입니까?', 'choices': ['1880년대 남부 민주당원', '1850년대 서부 목장주', '1830년대 남부 농부', '1860년대 북부 공화당원'], 'answer': 4}",
generation-for-nlp-1026,"""미국의 법과 조약은 의견과 공감의 자유로운 표현, 무기나 군수품의 상업적 제조나 판매를 방해하지 않음에도 불구하고 그 영토와 관할권 내에 있을 수 있는 모든 사람에게 분쟁 진행 중 불편부당한 중립 의무를 부과한다. 또한 전쟁 목적에 부응하는 수역 통과를 허용하거나 묵인하지 않는 것이 중립 정부의 의무이다.
""그러므로 이제 나 우드로 윌슨 미합중국 대통령은 미국의 중립을 지키고자… 이로써 선언하고 또 표시한다…
""미국의 법령, 조약, 국제법은 모두 미국 영토와 관할권 내에서 어느 누구도 언급한 전쟁에 누구도 직간접적으로 가담하지 않고 모든 교전국과 평화를 유지하며 엄격하고 공정한 중립을 유지해야 한다…"" 
우드로 윌슨, 1914","{'question': '다음 진술 중 가장 정확한 것은 무엇입니까?', 'choices': ['제1차 세계대전 후 미국의 해외개입을 둘러싼 논쟁이 심해졌습니다.', '제1차 세계대전 후 미국인들은 일반적으로 미국이 해외에 개입하는 새로운 시대를 선호했습니다.', '미국의 제1차 세계대전 개입은 오랜 해외 참여 전통의 연장선이었습니다.', '제1차 세계대전에 미국이 개입한 것은 ""달러 외교""의 직접적인 결과였습니다.'], 'answer': 1}",
generation-for-nlp-1027,"""미국의 법과 조약은 의견과 공감의 자유로운 표현, 무기나 군수품의 상업적 제조나 판매를 방해하지 않음에도 불구하고 그 영토와 관할권 내에 있을 수 있는 모든 사람에게 분쟁 진행 중 불편부당한 중립 의무를 부과한다. 또한 전쟁 목적에 부응하는 수역 통과를 허용하거나 묵인하지 않는 것이 중립 정부의 의무이다.
""그러므로 이제 나 우드로 윌슨 미합중국 대통령은 미국의 중립을 지키고자… 이로써 선언하고 또 표시한다…
""미국의 법령, 조약, 국제법은 모두 미국 영토와 관할권 내에서 어느 누구도 언급한 전쟁에 누구도 직간접적으로 가담하지 않고 모든 교전국과 평화를 유지하며 엄격하고 공정한 중립을 유지해야 한다…""","{'question': '위 진술의 감정과 가장 조화로운 연설은 다음 중 어떤 것입니까?', 'choices': ['워싱턴의 고별 연설', '조지 H. W. 부시의 천 개의 빛', '링컨의 게티즈버그 연설', '프랭클린 D. 루즈벨트의 ""치욕의 날""'], 'answer': 1}",
generation-for-nlp-1030,우리는 공교육 분야에서 '분리하되 평등'이라는 원칙이 설 자리가 없다는 결론을 내렸다. 분리된 교육시설은 본질적으로 불평등하다. 따라서 우리는 이로 인해 소송을 제기한 원고 및 기타 유사한 상황에 처한 사람들은 분리로 인해 수정헌법 제14조로 보장된 법률의 동등한 보호를 받지 못한다고 판단한다.,"{'question': '대법원이 흑인과 백인을 위한 ""분리하되 평등""한 시설이라는 관행을 승인한 판결은 무엇인가?', 'choices': ['마베리 대 매디슨', '브래드웰 대 일리노이', '플레시 대 퍼거슨', '홀든 대 하디'], 'answer': 3}",
generation-for-nlp-1031,"이 지문에 나타난 정보는 무엇입니까? 1801년 3월 4일 피트와 보나파르트 사이의 동등한 위치를 주장하기 위해 국회의사당 계단에 오른 자의 성격은 행동으로 드러났으나, 인격과 태도는 동시대 사람만이 알 수 있으며, 가장 생생한 묘사조차도 개인적인 접촉의 순간보다 가치가 없다. 제퍼슨은 키가 6피트 2.5인치로 아주 컸다. 피부는 노란기와 붉은기가 섞인 따스한 밝은색이었고, 수줍음이 많고, 차가워 보이며, 태도가 어색하고, 명령을 암시하는 모습을 거의 보이지 않는다… 피부는 얇았고, 햇빛에 노출되어 살갗이 벗겨져 너덜해 보였다. 따스한 밝은색 얼굴, 적갈색 눈과 밝은 면이 있는, 느슨하면서도 구속하는 인물이다. 이 장황하고 뛰어난 면이 많은 대화는 미국 역사에 지배적인 영향력을 미친 인물의 것이었으며 진실만을 숨긴 공식 신문의 4분의 3보다 이야기에 더 필요했다. 8년 동안 제퍼슨의 성격은 정부 그 자체인 것처럼 보였고, 과정은 다르지만 보나파르트처럼 국민의 마음에 깊은 인상을 남겼다. 소박한 워싱턴 마을에서 왕 이상의 존재였다. 정치적으로나 사회적으로나 탁월한 위치에 있었기 때문이다. 영국 공사관을 제외한 워싱턴의 어떤 집도 일반 사회에 개방적이지 않았다. 모든 정치인, 심지어 연방주의자도 재미를 위해 제퍼슨과 ""궁전""에 의존했고, 그곳에 가기를 거부하면 ""곰처럼 잔인하고 멍청하게 살았다."" —헨리 애덤스, 토머스 제퍼슨 행정부 시절 미국 역사, 1889년","{'question': '1800년 선거에서 토머스 제퍼슨의 승리가 중요한 이유를 고르시오.', 'choices': ['남부인으로서는 최초로 대통령이 되었다.', '대통령직이 처음으로 한 정당에서 다른 정당으로 옮겨졌다.', '영국과의 개전이 필요하다고 믿었다.', '미국의 급속한 산업화를 장려했다.'], 'answer': 2}",
generation-for-nlp-1033,"상처를 입으면 불평할 권리가 있음은 모든 자유인이 주장하는 당연한 일이자, 특권이자, 더 나아가 권리입니다. 권력 남용에 가장 강력한 표현으로 공개 항의하고 권위 있는 자들의 술수나 공공연한 폭력을 이웃에게 경계토록 하며, 자유라는 축복, 자신이 자유에 부여한 가치, 어떠한 위협을 무릅쓰고라도 하늘이 줄 수 있는 가장 큰 축복 중 하나를 지키려는 결의에 가진 감각을 용기있게 주장할 권리가 있습니다.… 그러나 결론적으로 말하자면, 법원과 배심원 여러분, 여러분 앞에 놓인 질문은 작거나 사적인 문제가 아닙니다. 여러분이 심리하는 질 나쁜 인쇄업자나 뉴욕만의 대의도 아닙니다. 아닙니다! 결과적으로 미국 본토 영국 정부 하에 사는 모든 자유인에게 영향을 미칠 수 있습니다. 최고의 대의입니다. 자유의 대의지요. 그리고 제가 의심하지 않는 바는, 오늘 여러분의 옳은 행동만이 여러분이 동료 시민의 사랑과 존경을 받을 자격을 주며 노예생활보다 자유를 선호하는 모든 사람들이 여러분을 폭정 시도에 맞서 불편부당하고 부패하지 않은 판결을 통해 우리 자신, 후손, 이웃을 보호하기 위한 고귀한 기초를 마련했으며, 우리나라의 자연과 법이 우리에게 진실을 말하고 기록함으로써 (적어도 세계의 이 지역에서) 독단적 권력을 폭로하고 반대할 자유라는 권리를 부여한 자로서 축복하고 존경할 것이라는 것입니다.—앤드류 해밀턴, 신문 편집자의 명예훼손 재판 최종 변론 존 피터 젠거, 1735년 8월 4일","{'question': '젠거 사례와 가장 잘 비견되는 것은 다음 중 무엇인가?', 'choices': ['남북전쟁 당시 에이브러햄 링컨의 인신보호영장 정지', '1971년 국방부 문서의 공개를 막으려는 정부의 노력', '1886년 헤이마켓 스퀘어 폭격 혐의 재판', '1954년 브라운 대 교육위원회 대법원 판결'], 'answer': 2}",
generation-for-nlp-1034,"하지만 전 우리 역사의 이 특별한 순간 시민의 자유가 중요함을 누구보다 더 잘 알고 있을 겁니다. 전국을 여행하고 사람들을 만나고 힘 없는 사람들에게 일어난 일들을 보니까요. 저는 시민의 자유를 지키기 위한 민주주의가 무엇을 의미하는지 깨닫습니다. 우리는 수년 동안 시민의 자유를 위해 싸워야 했습니다. 빛이 다소 어두워질 때마다 민주주의가 위험에 처한다는 점을 압니다. 현재 세계 전체의 혼란스러운 상황으로 다른 많은 나라에서는 시민의 자유가 사라졌습니다. 물론 전쟁 중에 언론의 자유, 표현의 자유, 집회의 자유를 지키는 것은 불가능합니다. 자동으로 사라집니다. 그래서 평소에는 안전했던 많은 나라에서 현재는 사라졌습니다. 다른 나라에서는 전쟁 발발 전부터 언론의 자유, 집회의 자유, 발언의 자유는 물론 종교의 자유도 사라졌습니다. 그래서 우리는 이 나라에 중대한 책임이 있다는 것을 알고 있습니다. 우리는 평화롭습니다. 우리에게는 전 세계 수많은 다른 민족을 지배하는 두려움이 있을 이유가 없습니다. 그러므로 우리는 민주주의의 자유를 지켜야 합니다.","{'question': '루즈벨트의 우려는 다음 중 어떤 사안에 대해 토론한 사람들의 우려와 가장 직접 비견되는가?', 'choices': ['1964년 통킹만 결의', '1965년 투표권법', '2001년 미국 애국법', '2010년 부담 적정 의료법(Affordable Care Act)'], 'answer': 3}",
generation-for-nlp-1035,"""새 조항과 규정을 제정하여 왕국의 수입을 개선하고 대브리튼과 폐하의 미국 영토 간 항해와 상업을 확장하고 안전을 확보하는 것이 편리합니다. 미국 영토는 평화롭고 순조로이 확장되고 있나이다. 폐하께서 말씀하신 미국 영토에서 세수를 늘리는 것은 폐하의 가장 신실하고 충성스러운 신민인 저희를 방어하고, 보호하고, 안전을 확보하는 데 드는 비용을 조달하기 위해 정당하고 필요한 일이옵니다. 대크리튼의 신민은 의회에 모여 이번 의회 회기에서, 말씀드린 미국의 세수 증대를 위한 일부 규정을 고안하고자 여기 다음 언급된 몇 가지 세율과 관세를 부여하기로 결정했나이다, 폐하."" 1764년 설탕법","{'question': '다음 중 발췌문에 제시된 목표와 가장 공통점이 많은 것을 고르시오.', 'choices': ['진보 시대의 독점 금지 개혁', '1970년대 자유무역정책', '제1차 세계대전 이후 연방 소득세율 인상', '1980년 연방 소득세율 인하'], 'answer': 3}",
generation-for-nlp-1037,"""각하, 저는 아메리카 대륙의 첫 발견 이래(지금은 90년이 지났음) 스페인인과 포르투갈인이 그곳을 대대적으로 정복 및 개척한 후, 우리 영국인이 아직 사람이 차지하지 않은 비옥하고 온화한 지역에 빠른 발을 디디는 은혜가 없었음을 그리 놀라워하지 않습니다. 하지만 . . . 저는 때가 오고 있으며 이제 우리 영국이 아메리카의 일부와 아직 발견되지 않은 다른 지역에서 스페인인과 포르투갈인 모두와 (우리가 원한다면) 몫을 공유하고 나눌 수 있다는 [상금을 나눈다는] 큰 희망을 품고 있습니다. ""그리고 분명 우리에게 모든 선인에게 마땅히 있어야 할 조국의 긍지를 드높이려는 열망이 있다면, 지금까지 우리에게 공평하고 정의로운 이 땅을 소유하는 것을 [무시하지] 않았을 것입니다. 이는 이어지는 담론으로 가장 명백히 드러날 겁니다."" —리차드 해클루트, 아메리카와 인접 섬의 발견에 도달한 다이버 항해, 1582","{'question': '리차드 해클루트의 사상을 따름으로써 잉글랜드가 결국 할 수 있었던 일을 고르시오.', 'choices': ['프랑스와 포르투갈 정부를 파산으로 몰았다.', '18세기 아프리카의 많은 부분을 정복했다.', '북아메리카의 대서양 해안선을 따라 식민지를 여럿 건설한다.', '네덜란드 상업 제국을 파괴한다.'], 'answer': 3}",
generation-for-nlp-1039,"질문은 다음과 같은 정보를 포함합니다. 여러분께 바라건대 우리 자신을 속이지 말맙시다. 우리는 다가올 태풍에 대비해 할 수 있는 모든 일을 했습니다. 청원했고, 항의했고, 간청했습니다. 왕좌에 엎드려도 보았고 내각과 의회의 폭정을 멈추기 위해 왕의 개입을 바랐습니다. 우리의 청원은 무시당했고 우리의 항의는 더 많은 폭력과 모욕을 낳았습니다. 우리의 간청은 버림받았고 우리는 왕좌의 발치에서 경멸당하며 쫓겨났습니다. 이런 일이 있은 후 우리는 절망에 빠져 평화와 화해에 대한 실낱같은 희망을 좇았습니다. 이제 희망조차 남지 않았습니다…이 문제를 언급하는 것 조차 헛된 일입니다. 신사들은 평화를 부르짖지만, 평화는 없습니다. 전쟁은 이미 일어났습니다! 북쪽에서 불어올 다음 찬바람이 우리의 귓구멍에 포성을 불러올 것입니다! 이미 우리 형제들이 전장에 나가 있습니다! 왜 이러고들 서 있는 겁니까? 그들이 바라는 것은 무엇입니까? 이들이 가진 것은 무엇입니까? 생명이 그리 소중하고 평화가 달콤하다면 사슬과 노예의 삶과 맞바꿀 수 있는 것입니까? 전능한 신이시여, 모두 막아주소서! 다른 사람들의 선택은 모르겠으나 저에게 물으신다면 자유 아니면 죽음을 주십시오! – 패트릭 헨리, 1775년 3월 23일","{'question': '패트릭 헨리가 표현한 감정이 가장 직접적으로 이어진 사건은?', 'choices': ['독립선언서', '올버니 계획', '보스턴 티 파티', '미국 헌법'], 'answer': 1}",
generation-for-nlp-1040,"""우리가 겪는 경제적 질병은 수십 년에 걸쳐 닥쳐왔습니다. 며칠, 몇 주, 몇 달 안에 사라지지는 않으나 사라질 겁니다. 우리 미국인들은 과거에도 그랬듯, 지금 마지막이자 가장 위대한 자유의 보루를 지키고자 필요한 모든 일을 할 능력을 갖추고 있기에 사라질 겁니다. 현재 위기에서 정부는 우리 문제에 대한 해결책이 아닙니다. 정부 그 자체가 문제입니다. . . . ""저는 연방 기관의 규모와 영향력을 줄이고, 연방 정부에 부여된 권력과, 국가나 국민에게 부여된 권력을 구별해 승인할 것을 요청하고자 합니다. 우리 모두는 연방정부가 국가를 창설한 것이 아니라는 점을 기억해야 합니다. 국가가 연방정부를 창설했습니다."" —로널드 레이건, 첫 취임 연설, 1981년 1월 21일 미국 역사상 진행 중인 논쟁 중 인용문에 표현된 것은 다음 중 무엇인가?","{'question': '이 지문에 나타난 정보는 무엇인가?', 'choices': ['대통령 권한을 둘러싼 논쟁', '선거 참여를 둘러싼 논쟁', '연방정부의 경제에 대한 권력을 둘러싼 논쟁', '연방의 국제 문제에 대한 권한을 둘러싼 논쟁'], 'answer': 3}",
generation-for-nlp-1041,"""기혼 여성의 재산을 보다 효과적으로 보호하기 위한 법률: ""§1. 앞으로 결혼할 여성의 부동산, 결혼 시 그 부동산에서 나오는, 임대료, 토지에서 나오는 수익, 이익은 남편의 단독 처분 대상이 되어서는 아니되며, 남편의 채무에 대한 책임이 없으며, 마치 미혼 여성인 것처럼 단독으로 별도의 재산을 계속 유지해야 한다. ""§2. 현재 결혼한 여성의 부동산 및 동산과 그에서 나오는 임대료, 수익, 이익은 남편에 의한 처분 대상이 될 수 없으나, 종전에 계약한 남편의 빚에 책임을 지는 경우를 제외하고는, 마치 미혼 여성인 것처럼 단독인 별도의 재산이다. ""§3. 기혼 여성은 남편이 아닌 다른 이로부터 부동산 및 동산을 포함해 그에 부속된 이권이나 자산을 상속, 증여, 부여, 고안 또는 유증받아 단독 개별 사용이 가능하며, 전달 및 고안할 수 있으며 부속된 임대료, 이득, 이익은 미혼 여성과 동일한 방식과 효과를 갖는다. 이 재산은 남편이 처분할 수 없으며 남편의 빚에 책임을 지지 않는다."" —기혼 여성 재산법, 뉴욕 주(1848)","{'question': '다음 중 기혼 여성 재산법의 관점을 가장 지지하는 자들은 누구인가?', 'choices': ['세네카 폴스 선언 참가자', '""여성의 미덕"" 개념을 옹호하는 남부 지지자', '""가정 숭배"" 가치 체계 지지자', '회중파 목사'], 'answer': 1}",
generation-for-nlp-1042,"이 지문에 나타난 정보는 무엇인가? 그러는 동안 인디언들은 그들 주위를 조용히 찾아왔고 냉담한 모습을 보인 적도 있지만, 누구든 근처에 접근하면 도망가곤 했다. 한번은 그들이 일하던 곳에서 저녁을 먹으러 나가자 도구를 훔쳐간 적도 있었다. 그런데 3월 16일즈음 그중 한 인디언이 담대하게 다가와 그들에게 서투른 영어로 말을 걸었는데, 잘 이해할 수 있었고 그 사실에 놀랐다. 마침내 그들은 대화를 통해 그 인디언은 이곳 사람이 아니며 일부 잉글랜드 선박이 고기를 잡으러 오는 동부 사람이라는 점을 알게 되었다. 선박 사람들을 통해 인디언은 얼굴이 알려졌고 잉글랜드 사람들의 이름도 잡다하게 알게 되었을 뿐더러 영어도 익혔다. 자기가 살던 동쪽 지방의 사정에 관하여 많은 것을 잉글랜드 사람들에게 알려주어 많은 도움이 되었고, 이는 나중에 이익으로 이어졌다. 여기에 있는 사람들의 이름, 수, 권력, 상황, 그곳으로부터의 거리, 추장이 누구인지에 대해서도 말이다. 그의 이름은 사모세트였다. 그는 또한 잉글랜드에도 다녀왔고 자기보다 영어를 더 잘한다는 이곳 출신 스콴토라는 또 다른 인디언의 이야기를 해 주었다.","{'question': '다음 중 사모세트, 스콴토와 가장 직접적으로 비견될 인물은?', 'choices': ['테쿰세', '크레이지 호스', '새커거위아', '제로니모'], 'answer': 3}",
generation-for-nlp-1045,"오늘 밤, 아이들의 미래를 가장 큰 목표로 삼은 한 여성의 딸이 우리 모두를 위한 미래에 대해 미국에서 가장 오래된 정당에게 고합니다. 오늘 밤, 일하는 미국인의 딸은, 모든 미국인에게 우리가 기꺼이 손을 뻗으면 미래는 손에 닿는다는 점을 전합니다. 오늘 밤, 이탈리아 출신 이민자의 딸은 아버지가 사랑하게 된 새로운 땅의 (부)통령 출마자 지명을 받았습니다.… 미국인들은 동일한 규칙에 따라 살고 싶어합니다. 하지만 현 정부 하에서는 너무 많은 국민들에게 규정이 동일하지 않습니다. 개인이 내는 세금 몫은 매년 늘어나고, 대기업이 내는 몫은 점점 줄어들고 있는 것은 옳지 않습니다.… 젊은 부부가 50,000개의 핵탄두가 있는 세계에 아이를 낳을지 의문을 품는 일은 옳지 않습니다. 미국인들이 2세기 넘게 노력해 온 비전이 아닙니다.… 오늘 밤, 우리는 꿈을 되찾습니다. 우리는 다시 모든 미국인을 위한 미국적 삶의 규칙을 만들 겁니다.… 문제는 미국이 여성을 위해 무엇을 할 수 있는지가 아니라 여성이 미국을 위해 무엇을 할 수 있는지입니다.","{'question': '위의 구절에서 페라로가 표현한 정치사상이 가장 직접적으로 반영하는 것은?', 'choices': ['1760년대와 1770년대 영국 과세에 반대하는 식민지 사람', '전쟁 전 시대 폐지론자', '1920년대 공화당원', '1930년대 뉴딜러'], 'answer': 4}",
generation-for-nlp-1046,"""넓고 무한한 미래는 위대한 미국의 시대가 될 것이다. 많은 나라로 구성된 나라는 거대한 공간과 시간의 영역에서 인류에게 신성한 원칙의 탁월함을 현시하고, 가장 고귀하며 거룩하고 참된 자를 숭배하고자 역대 바쳐진 가장 고귀한 성전을 지상에 세우는 운명을 부여받았다. 그 바닥은 반구가 될 것이다. 그 지붕은 별 가득한 하늘의 창공이 될 것이며, 그 집합은 행복한 수백만으로 구성되고 주인을 부르지 않고 형제애의 법칙이자 '인간 사이의 평화와 선의'의 법인 신의 자연과 도덕적 평등 법칙에 따라 통치하는 많은 공화국의 동맹이 되리라."" 존 L. 오설리번, ""미래의 위대한 국가"", 1839년","{'question': '1820년에서 1854년 사이 미국으로 가장 많이 이주한 이민자의 출신을 고르시오.', 'choices': ['프랑스', '러시아', '잉글랜드', '아일랜드'], 'answer': 4}",
generation-for-nlp-1047,"""헌법을 경건한 존경심을 가지고 바라보며 차마 만질 수 없을 만큼 신성한 언약궤처럼 여기는 자들이 있습니다. 이런 사람들은 이전 시대 사람들에게 인간 이상의 지혜가 있었다고 여기며 이들이 한 일이 수정할 수 없는 것이라고 생각합니다… 하지만 저는 법과 제도가 인간 정신의 진보와 보조를 맞추어야 함도 압니다. 인간 정신이 더욱 발전하고, 더욱 계몽되고, 새로운 발견이 이루어지고, 새로운 진실이 밝혀지고, 환경이 변하며 방식과 의견도 변한다면 제도도 발전하여 시대에 보조를 맞춰야 합니다."" 토머스 제퍼슨(Thomas Jefferson), 1816년 미국 헌법 제정에 기여한 요소를 가장 잘 설명한 것은 다음 중 무엇인가?","{'question': '이 지문에 나타난 정보는 무엇인가?', 'choices': ['미국혁명 당시 작성된 개별 주의 헌법은 연방정부에 너무 많은 권한을 이양하는 경향이 있었기에 반연방주의자가 개혁을 요구하였다.', '연합규약(Articles of Confederation)의 약점으로 제임스 매디슨은 그 유효성에 의문을 제기하였고 1787년 헌법의회(Constitutional Congress)가 구성되었다.', '무역과 대외관계 어려움으로 연합규약(Articles of Confederation)에서 요구하는 지나치게 제한적인 관세가 폐지되었다.', '위스키 반란에서 워싱턴의 부끄러운 실패로 인해 연방주의자가 연방 권력을 위한 새 틀을 요구하였다.'], 'answer': 2}",
generation-for-nlp-1048,"이 지문에 나타난 정보는 무엇인가? ""그러하면 각 주 의회로부터 즉각 냉정한 관심을 끌기 위해 이 규약을 진심으로 추천하도록 허락해 주십시오. 우리 공동의 자유를 유지하고 방어하기 위해 모든 평의회와 모든 힘을 하나로 묶어야 한다는 절대적 필요를 확신하면서, 수많은 주권과 독립적 공동체로 나누어진 대륙의 다양한 정서와 이해관계를 한 체계로 결합하는 것이 어렵다는 점을 느끼며 솔직하게 검토하도록 합시다. …."" 대륙 의회 저널, 1777","{'question': '연합규약(Articles of Confederation)의 주요 약점을 고르시오.', 'choices': ['지나치게 권력이 많은 최고 경영자를 생성했다.', '자체 수정을 위한 메커니즘을 포함하지 않았다.', '세금과 관세를 통한 정부의 자금 조달을 너무 어렵게 했다.', '연방정부가 주 간 분쟁을 중재할 권한을 거부했다.'], 'answer': 3}",
